id,use,fold,sex_m,sex_f,age_class_0,age_class_1,age_class_2,age_class_3,age_class_4,age_class_5,age_class_6,age_class_7,id_orig,box_x,box_y,box_s
00016.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.5.11562657036_5fe2235bed_o.jpg,92,80,256
00017.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11438175534_c13ee0375c_o.jpg,123,113,345
00018.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.1.11438175534_c13ee0375c_o.jpg,123,108,340
00019.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.10571000386_90e4070c7c_o.jpg,131,133,341
00020.jpg,1,0,0.0,1.0,0,0,0,0,0,1,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.4.10491630366_5cc645056d_o.jpg,133,103,335
00021.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.1.10438007716_1fc791bce6_o.jpg,119,113,348
00022.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.9731074481_5821415708_o.jpg,123,102,374
00023.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11097047226_42eb0e0a1f_o.jpg,133,119,350
00024.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11167478633_afa18032b6_o.jpg,127,128,346
00025.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.10438008125_7d673b3b16_o.jpg,111,67,406
00026.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.7.9350503632_d1c0024287_o.jpg,97,95,287
00027.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.10491533864_593b5074e9_o.jpg,141,129,317
00028.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11518770375_202acaf0c0_o.jpg,130,125,351
00029.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11438095874_f6108a82ed_o.jpg,134,114,355
00030.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.5.9545512875_ba6fcccea3_o.jpg,94,95,370
00031.jpg,0,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.10518091043_fc3166a2d7_o.jpg,-1,-1,-1
00032.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.9548295372_f42bf75bdd_o.jpg,120,106,367
00033.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.10453790724_62de3504be_o.jpg,124,125,356
00034.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.3.11727849366_1283a01132_o.jpg,112,87,390
00035.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11727849366_1283a01132_o.jpg,134,129,341
00036.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.3.9254706027_30fb69d508_o.jpg,114,109,357
00037.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.10491530954_b9fbcc1630_o.jpg,135,124,330
00038.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.10204495076_6635702017_o.jpg,136,129,330
00039.jpg,0,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11645266316_5c14b52e4f_o.jpg,-1,-1,-1
00040.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.10997183284_95e21d361c_o.jpg,99,113,383
00041.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.7.9509748416_476cc2c5a8_o.jpg,89,92,313
00042.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.5.9914124745_f218c5b9f2_o.jpg,121,91,371
00043.jpg,0,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.9914124745_f218c5b9f2_o.jpg,-1,-1,-1
00044.jpg,0,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.1.10204731983_643dfbf861_o.jpg,-1,-1,-1
00045.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11097082974_48166bc382_o.jpg,128,126,324
00046.jpg,1,0,0.0,1.0,0,0,0,0,0,1,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.4.9432313004_680bb1d1a6_o.jpg,131,117,356
00047.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.7.9432313004_680bb1d1a6_o.jpg,144,127,338
00048.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.5.9985321195_e46e991539_o.jpg,115,104,347
00049.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.7.9985321195_e46e991539_o.jpg,111,101,298
00050.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.1.10266570995_3fb4d97697_o.jpg,129,113,352
00051.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.7.9563675153_5e0473fb1a_o.jpg,139,151,315
00052.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.8.8747478879_afab76198a_o.jpg,143,130,298
00053.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.10287590274_fa9248e48e_o.jpg,104,84,397
00054.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11340757554_66cc393151_o.jpg,139,127,336
00055.jpg,0,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.5.11518749884_eb4fca177c_o.jpg,-1,-1,-1
00056.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.8.9347747777_863b82f4ea_o.jpg,152,143,326
00057.jpg,0,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.9.9347747777_863b82f4ea_o.jpg,-1,-1,-1
00058.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.9347747777_863b82f4ea_o.jpg,136,130,329
00059.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.5.10190337616_76cca76bbe_o.jpg,18,82,129
00060.jpg,0,0,0.0,1.0,0,0,0,0,0,1,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.4.9347755583_170100f138_o.jpg,-1,-1,-1
00061.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.10204589664_c7222c7d67_o.jpg,126,127,350
00062.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.9159870407_d39a7d85db_o.jpg,125,114,353
00063.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.10453815245_e33b2aab12_o.jpg,129,122,357
00064.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.7.10453815245_e33b2aab12_o.jpg,92,93,278
00065.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11551510215_3203d081c4_o.jpg,137,120,337
00066.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.10.11551510215_3203d081c4_o.jpg,150,129,317
00067.jpg,1,0,0.0,1.0,0,0,0,0,0,1,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.4.10424707975_12e1d43262_o.jpg,89,67,288
00068.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.10588577114_53d8cb5477_o.jpg,118,117,350
00069.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.9350125152_bd50d6245f_o.jpg,142,134,325
00070.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.5.11624618793_d3da5f88f3_o.jpg,101,121,463
00071.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11624618793_d3da5f88f3_o.jpg,101,142,352
00072.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11096974205_611e53636e_o.jpg,135,129,326
00073.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.10522285296_ef07a93da2_o.jpg,106,104,374
00074.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11341821874_593070c9fd_o.jpg,122,116,356
00075.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.10204418104_848f2c26f5_o.jpg,89,76,290
00076.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.5.9548694012_b8b24dc217_o.jpg,116,105,365
00077.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.7.9548694012_b8b24dc217_o.jpg,125,117,344
00078.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11707674806_3160d8d433_o.jpg,166,157,332
00079.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11340738754_00de202eee_o.jpg,139,127,336
00080.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11227387126_eccd313828_o.jpg,112,117,369
00081.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.5.11551480385_3990a8b517_o.jpg,110,129,361
00082.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11551480385_3990a8b517_o.jpg,148,135,366
00083.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.10343195333_c8541f4ec4_o.jpg,65,135,372
00084.jpg,1,0,0.0,1.0,0,0,0,0,0,1,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.4.10491792593_559cbab623_o.jpg,98,75,330
00085.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11097388595_277592df2f_o.jpg,116,112,365
00086.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.3.10852267285_6a8bf80e7a_o.jpg,89,134,351
00087.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.10852267285_6a8bf80e7a_o.jpg,105,93,405
00088.jpg,0,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11409398323_d5cd88a959_o.jpg,-1,-1,-1
00089.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.1.11518646533_80f36f9e43_o.jpg,117,101,363
00090.jpg,1,0,0.0,1.0,0,0,0,0,0,1,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.4.11118690536_2b211b407a_o.jpg,94,77,411
00091.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.9347820185_8b51eb5b82_o.jpg,121,94,354
00092.jpg,0,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.5.10343011254_8f847beb9f_o.jpg,-1,-1,-1
00093.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.10343011254_8f847beb9f_o.jpg,93,76,385
00094.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.1.9921471513_1d92175234_o.jpg,94,93,291
00095.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11312228296_2048ec3603_o.jpg,121,116,351
00096.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11485348446_8baca5e588_o.jpg,114,105,382
00097.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.5.11485348446_8baca5e588_o.jpg,135,127,350
00098.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.8748602310_6a49559e57_o.jpg,139,129,330
00099.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.8.8748602310_6a49559e57_o.jpg,120,87,324
00100.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11727489873_7e5fb32c26_o.jpg,127,114,339
00101.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.3.11727338963_25827f6dd1_o.jpg,112,108,364
00102.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11727338963_25827f6dd1_o.jpg,127,126,354
00103.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.5.10152966915_9d05ac9527_o.jpg,91,79,422
00104.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.10152966915_9d05ac9527_o.jpg,77,77,243
00105.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.5.9505515072_ea8945f17e_o.jpg,125,120,344
00106.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11431643434_694787070f_o.jpg,147,126,333
00107.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11097521786_f2dcd7c4ed_o.jpg,101,95,383
00108.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11232858245_2eb1fca5c9_o.jpg,84,87,268
00109.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.10975323316_e880dd4424_o.jpg,89,94,388
00110.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11438099064_15987611e6_o.jpg,109,94,383
00111.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.9254720125_2e3cf6aa77_o.jpg,138,128,320
00112.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11097060086_97c5a74b7d_o.jpg,124,122,354
00113.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.10491698983_0be018cba3_o.jpg,125,111,345
00114.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.9350518786_80944b96b0_o.jpg,136,139,350
00115.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.10570987096_7459372b32_o.jpg,131,133,341
00116.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.10765523195_d07320dc72_o.jpg,132,107,359
00117.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11227393176_65b115a55a_o.jpg,142,125,320
00118.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.10765613784_339fd884bc_o.jpg,123,101,373
00119.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11861584505_dd512cc570_o.jpg,95,107,372
00120.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.1.10438443205_b5075c685d_o.jpg,42,101,314
00121.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11623896043_31951552e1_o.jpg,117,112,342
00122.jpg,0,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.5.11623896043_31951552e1_o.jpg,-1,-1,-1
00123.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.5.9921409973_984200003f_o.jpg,112,102,343
00124.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.5.11233977894_1966999567_o.jpg,66,61,151
00125.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.1.9904044896_cb797f78d2_o.jpg,96,72,412
00126.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.10518169163_cfae8458a4_o.jpg,125,98,369
00127.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.9347599043_17243c033d_o.jpg,103,114,374
00128.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11141063444_5f3b4d7f7b_o.jpg,121,110,371
00129.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.8684790923_738984c1e6_o.jpg,58,115,417
00130.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.9731134701_c9761a710d_o.jpg,112,86,391
00131.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.1.10161472134_4141902cc4_o.jpg,99,100,293
00132.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.9509754012_cfa8420a6c_o.jpg,53,92,458
00133.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.5.9921332073_ce95d92c31_o.jpg,77,56,429
00134.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.1.9921332073_ce95d92c31_o.jpg,106,106,372
00135.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.5.10892842693_d9740465e9_o.jpg,52,36,211
00136.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11438238643_075679d25d_o.jpg,39,59,421
00137.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.5.10189889883_2620f87300_o.jpg,118,87,406
00138.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.10189311806_0e6eb9196e_o.jpg,107,123,361
00139.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.1.10189311806_0e6eb9196e_o.jpg,87,90,287
00140.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11465821155_db87787a39_o.jpg,96,97,402
00141.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11706049596_e600fa5b55_o.jpg,147,124,326
00142.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.11.11706049596_e600fa5b55_o.jpg,88,78,331
00143.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.10588542065_e368d96274_o.jpg,117,89,371
00144.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.9509805978_1a5a66d319_o.jpg,133,113,305
00145.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.5.9509805978_1a5a66d319_o.jpg,122,105,290
00146.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.9347583481_b203e9008b_o.jpg,129,123,355
00147.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.10517898816_ac065b2240_o.jpg,138,136,322
00148.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.10437970754_1e6c88559a_o.jpg,103,137,388
00149.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.11625270986_e926cf12e1_o.jpg,81,87,396
00150.jpg,1,0,0.0,1.0,0,0,0,0,0,1,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.4.11267890423_0b9ab21abe_o.jpg,112,51,419
00151.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.5.10997997875_35e9d33ff3_o.jpg,95,88,297
00152.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.10346718334_096b1be146_o.jpg,117,125,412
00153.jpg,1,0,0.0,1.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.5.10346718334_096b1be146_o.jpg,124,117,342
00154.jpg,1,0,1.0,0.0,0,0,0,0,1,0,0,0,adience/faces/30601258@N03/coarse_tilt_aligned_face.2.9094529035_b77d4423f5_o.jpg,104,84,259
